Store,elasticity,r2
902,-0.016213041013130827,0.34807426748983616
904,-0.03024745259758703,0.48647973149886037
908,-0.10575287698285762,0.7193928511781015
909,-0.04617768331280059,0.5693277824343377
910,-0.0640433603261777,0.5885821478755775
914,-0.05525593531126638,0.627755796829073
915,-0.0025733043133086136,0.3271822850249142
919,-0.07908804388735552,0.6597835647194695
920,-0.02977262128536981,0.6197575807377707
924,-0.07855043328997025,0.678584688196282
925,-0.017889714536781585,0.35899128787019186
926,-0.049860013913663265,0.5163487139748857
928,-0.04993227715964284,0.5600096421982049
931,-0.06484705995774112,0.618942585077785
932,-0.0621798804961991,0.6690630478126807
934,-0.0624103323682032,0.6037929244290312
937,-0.04317912126144982,0.5475786706689979
941,-0.060237872011162416,0.6356669240295414
942,-0.046379769499081264,0.489683438343278
946,-0.06763673697659897,0.6324601187544461
947,-0.018875876950538162,0.37741593380526006
951,-0.03895110306135913,0.5506463442491716
953,-0.09014266082407717,0.6358726606465619
954,-0.04405460843115587,0.4983900940002802
955,-0.04567060172129144,0.5885697395158016
956,-0.06937464943844734,0.51052229953759
960,-0.04945083901455313,0.5950902241700637
964,-0.04193412405800463,0.49009498201940305
967,-0.05064921791548753,0.5403318876342516
969,-0.04677948177522931,0.6457621710543608
970,-0.09010813545930602,0.7041319466819882
971,-0.040884783794893964,0.518930415897501
973,-0.047608149443530354,0.6339301062660532
974,-0.040061237600563335,0.5669128386262532
975,-0.05242424459664323,0.5409124057609949
977,-0.10015231626558951,0.738232901232398
979,-0.06932007719905363,0.6333490131810824
983,-0.03678409285048925,0.5918589273197269
984,-0.04550804641016051,0.5331776558644263
985,-0.02884348332590511,0.3641879415308382
986,-0.05342479767168039,0.6828534873700407
989,-0.06306462111990513,0.6418680068926297
993,-0.06359573314920039,0.6123332321903845
994,-0.10516924326462362,0.7190741390456156
996,-0.08068958690725846,0.6204070001858379
997,-0.05971670780537147,0.5704098667950389
998,-0.035980739862427946,0.49647836151671165
999,-0.09034369861505855,0.6829697318177356
1000,-0.028855620167736303,0.5086689499702435
1001,-0.0857844261431576,0.6490761543982366
1003,-0.08586464316080111,0.6218062378584063
1004,-0.051066538119795446,0.5749559029327274
1006,-0.032545790027262565,0.5274307320403642
1009,-0.044665014715685125,0.5756574625481161
1010,-0.027142657748643495,0.4973123009205842
1011,-0.0373292089980433,0.4963017575500318
1012,-0.016486781636950318,0.38460304415839197
1013,-0.0842005592224179,0.6414192721893235
1014,-0.09133545859157896,0.6431293424985713
1015,-0.047195287203258704,0.5590682630104868
1016,-0.08319454744863777,0.6269204210451406
1019,-0.04953274396763491,0.5330635917294548
1023,-0.042545181129725926,0.5024559939514341
1026,-0.06874773419735476,0.5844190736503938
1027,-0.060884378588854204,0.6006948454845648
1028,-0.08820770885924567,0.6341772701138909
1032,-0.07090369563313957,0.6101506065982742
1036,-0.030613022364815688,0.4728498828932809
1039,-0.021592391922972964,0.44782127725675924
1040,-0.059316685448480094,0.5686197068786399
1041,-0.02229145342965911,0.4857229927256531
1042,-0.055219514488060686,0.5277550513810392
1044,-0.03418241758386875,0.45574349987153195
1047,-0.0726277022664513,0.6397562576305313
1048,-0.05132872329388913,0.574857877796123
